***Scan Config Information***,,,,,,,***Reference Scan Information***,,,,,,,,
Scan Config Name:,Column 1,,,,,,Scan Config Name:,Built-in Factory Reference,,,,,,
Scan Config Type:,Slew,Num Section:,1,,,,Scan Config Type:,Slew,Num Section:,1,,,,,
Section Config Type:,Column,,,,,,Section Config Type:,Column,,,,,,,
Start Wavelength (nm):,900,,,,,,Start Wavelength (nm):,900.0,,,,,,
End Wavelength (nm):,1700,,,,,,End Wavelength (nm):,1700.0,,,,,,
Pattern Width (nm):,7.03,,,,,,Pattern Width (nm):,7.03,,,,,,,
Exposure (ms):,0.635,,,,,,Exposure (ms):,0.635,,,,,,,
Digital Resolution:,228,,,,,,Digital Resolution:,228,,,,,,,
Num Repeats:,6,,,,,,Num Repeats:,30,,,,,,,
PGA Gain:,64,,,,,,PGA Gain:,64,,,,,,
System Temp (C):,30.49,,,,,,System Temp (C):,24.17,,,,,,,
Humidity (%):,36.55,,,,,,Humidity (%):,30.0,,,,,,
Battery Capacity (%):,53,,,,,,Lamp Intensity:,2449,,,,,,,
Lamp Intensity:,2619,,,,,,Data Date-Time:,19/12/12T12:44:54,,,,,,
Data Date-Time:,18/1/1T7:16:41,,,,,,,,,,,,,,
Total Measurement Time in sec:,5.241,,,,,,,,,,,,,
***General Information***,,,,,,,***Calibration Coefficients***,,,,,,,,
Model Name:,NIR-S-G1,,,,,,Shift Vector Coefficients:,-8.441010207576937,0.055456735626328864,-8.452441567268157E-5,,,,,
Serial Number:,947R055,95UB122GC0A947R055,,,,,Pixel to Wavelength Coefficients:,1795.8685345940805,-0.9201399096881258,-2.3961012959508514E-4,,,,,
APP Version:,2.16.7,,,,,,,,,,,,,
TIVA Version:,2.4.4,,,,,,***Lamp Usage * **,,,,,,,,
UUID:,de:67:c:88:67:2c:2d:21,,,,,,Total Time(HH:MM:SS):,14min 5sec ,,,,,,,
Main Board Version:,D,,,,,,***Device/Error Status***,,,,,,,,
Detector Board Version:,B,,,,,,Device Status:,0x00000031,,,,,,
,,,,,,,Error status:,0x00000000,Error Code:,0x00000000000000000000000000000000,,,,,
,,,,,,,,,Error Details:,Not Found,,,,,
***Scan Data***,,,,,,,,,,,,,,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.8408822689969,1.325827,99968.0,4721
905.7543059416729,1.296957,108993.0,5501
909.6634166320162,1.3095839,118185.0,5794
913.5682143400267,1.330655,129285.0,6038
917.4686990657044,1.3552594,143347.0,6326
921.3648708090495,1.3221543,160437.0,7641
925.2567295700619,1.3241884,180387.0,8551
929.1442753487415,1.3486683,201426.0,9025
933.0275081450884,1.3497815,220694.0,9863
936.9064279591028,1.3552213,237501.0,10482
942.0716119608264,1.3477283,256956.0,11538
945.9404681493976,1.3248025,270636.0,12811
949.8050113556362,1.3366622,283621.0,13064
953.665241579542,1.3360095,296982.0,13700
957.5211588211151,1.3339344,310733.0,14403
961.3727630803554,1.312207,324587.0,15817
965.2200543572632,1.3168648,339205.0,16353
969.0630326518381,1.3067518,353669.0,17452
972.9016979640804,1.3160192,368253.0,17788
976.7360502939899,1.3039588,382531.0,18998
981.841810983574,1.3109612,399901.0,19543
985.6660996880405,1.3200876,411528.0,19693
989.4860754101744,1.3214146,422199.0,20142
993.3017381499756,1.315732,431172.0,20841
997.113087907444,1.3167485,438051.0,21124
1000.9201246825796,1.3175459,444216.0,21382
1004.7228484753826,1.3160434,449307.0,21702
1008.5212592858529,1.3218184,453601.0,21620
1012.3153571139904,1.3281783,456801.0,21456
1016.1051419597953,1.3193693,459312.0,22016
1021.1514793372398,1.3299932,461643.0,21593
1024.9312005576016,1.3180815,463069.0,22262
1028.706608795631,1.3232814,463868.0,22035
1032.4777040513272,1.3191417,464326.0,22268
1036.244486324691,1.325392,466001.0,22029
1040.006955615722,1.3282564,466870.0,21925
1043.7651119244206,1.3237778,467033.0,22160
1047.518955250786,1.3296291,467045.0,21864
1051.268485594819,1.3360015,467467.0,21565
1055.013702956519,1.3257235,467627.0,22089
1060.000617021824,1.3278527,468351.0,22015
1063.7357707580811,1.3374294,469050.0,21567
1067.4666115120056,1.3245008,469880.0,22258
1071.1931392835975,1.3369515,471228.0,21691
1074.9153540728564,1.3276525,472558.0,22223
1078.6332558797828,1.3311907,474087.0,22114
1082.3468447043765,1.3310691,476569.0,22236
1086.0561205466374,1.3249809,479445.0,22686
1089.7610834065654,1.3308957,481756.0,22487
1093.4617332841608,1.3282815,485147.0,22782
1098.3892240373264,1.3281566,489755.0,23005
1102.0798102894787,1.3318168,493535.0,22988
1105.7660835592987,1.3354541,497426.0,22976
1109.4480438467858,1.3292956,501308.0,23486
1113.1256911519401,1.3316839,505725.0,23563
1116.7990254747617,1.3341464,509421.0,23601
1120.4680468152505,1.3392516,513217.0,23499
1124.1327551734068,1.3288153,517470.0,24270
1127.7931505492302,1.3392327,521690.0,23888
1131.4492329427212,1.3309453,526099.0,24554
1136.317300383747,1.3389537,531329.0,24345
1139.9633191517948,1.3419437,535549.0,24370
1143.6050249375098,1.3387343,539808.0,24746
1147.2424177408923,1.3465303,543900.0,24490
1150.8754975619418,1.3500737,547908.0,24470
1154.504264400659,1.3612648,552170.0,24033
1158.1287182570431,1.3639857,556773.0,24082
1161.7488591310948,1.3716779,561098.0,23843
1165.3646870228135,1.372545,565898.0,23999
1168.9762019321997,1.3826844,571300.0,23669
1172.583403859253,1.3811537,576602.0,23973
1177.3862973450289,1.3923974,584320.0,23673
1180.9834356466395,1.3898342,589396.0,24020
1184.576260965917,1.3932973,596143.0,24102
1188.1647733028622,1.4084047,602955.0,23544
1191.7489726574743,1.415866,609704.0,23402
1195.3288590297539,1.424593,617215.0,23219
1198.9044324197007,1.4508842,624471.0,22112
1202.4756928273148,1.4642614,632472.0,21716
1206.0426402525964,1.4766339,640381.0,21370
1209.605274695545,1.4936613,648161.0,20798
1214.3487448691812,1.5091686,659999.0,20435
1217.9013156866872,1.500396,668609.0,21124
1221.4495735218602,1.4835379,677405.0,22249
1224.9935183747004,1.4616437,686281.0,23706
1228.533150245208,1.44859,695317.0,24751
1232.068469133383,1.4187157,704063.0,26847
1235.5994750392251,1.4097213,713007.0,27757
1239.1261679627346,1.4013734,721330.0,28626
1242.648547903911,1.3978983,730030.0,29204
1246.1666148627553,1.3984355,737591.0,29470
1250.850661724252,1.391108,746809.0,30346
1254.358665057653,1.3796306,753336.0,31431
1257.8623554087212,1.3786203,759907.0,31779
1261.3617327774568,1.3771502,766538.0,32165
1264.85679716386,1.3742049,774802.0,32733
1268.34754856793,1.3762505,784025.0,32967
1271.8339869896677,1.3795993,794336.0,33144
1275.3161124290723,1.3759583,804198.0,33838
1278.7939248861444,1.3721266,813836.0,34547
1282.2674243608838,1.3753341,823595.0,34704
1286.8920479102408,1.372477,834533.0,35397
1290.3554837595373,1.3703479,842581.0,35914
1293.8146066265008,1.3734593,849301.0,35942
1297.2694165111318,1.3753047,856026.0,36073
1300.71991341343,1.3774337,862498.0,36168
1304.1660973333956,1.3742547,868068.0,36669
1307.6079682710283,1.3741347,872869.0,36882
1311.0455262263285,1.3749268,877616.0,37015
1314.4787711992958,1.3725804,881872.0,37396
1317.9077031899305,1.375059,885520.0,37337
1322.4729034271481,1.3730847,888917.0,37651
1325.8917717923398,1.3809205,891687.0,37093
1329.3063271751987,1.3765199,894001.0,37568
1332.7165695757249,1.3721833,895438.0,38006
1336.1224989939185,1.3759779,896641.0,37726
1339.5241154297794,1.3796381,897974.0,37465
1342.9214188833075,1.3837633,898777.0,37144
1346.314409354503,1.3776016,898783.0,37675
1349.7030868433656,1.3792406,898350.0,37515
1353.0874513498954,1.3899312,896784.0,36539
1357.5932282749734,1.3858224,895293.0,36825
1360.9675291560604,1.3926361,892755.0,36149
1364.3375170548147,1.3923694,890430.0,36077
1367.7031919712363,1.3960763,888504.0,35693
1371.0645539053253,1.3997455,885825.0,35286
1374.4216028570813,1.4088696,881046.0,34366
1377.7743388265048,1.4132655,874030.0,33749
1381.1227618135954,1.4251356,865751.0,32528
1384.4668718183534,1.4380217,857799.0,31287
1387.8066688407787,1.4635974,851759.0,29290
1392.2530224537172,1.4762704,846500.0,28272
1395.5827558506994,1.4797195,843622.0,27953
1398.908176265349,1.4701602,841228.0,28494
1402.2292836976658,1.4669188,838489.0,28614
1405.54607814765,1.4657829,836065.0,28606
1408.8585596153016,1.4750992,834396.0,27943
1412.1667281006203,1.4809672,832187.0,27495
1415.4705836036064,1.4827889,830123.0,27312
1418.7701261242596,1.4871324,828244.0,26979
1422.0653556625803,1.484605,827314.0,27106
1426.452285963379,1.4852502,826435.0,27037
1429.7374518762567,1.4782723,825475.0,27443
1433.0183048068016,1.4839972,824938.0,27066
1436.2948447550139,1.4891342,823959.0,26716
1439.5670717208932,1.4726486,823822.0,27745
1442.83498570444,1.4818071,823184.0,27145
1446.098586705654,1.468745,821953.0,27932
1449.3578747245353,1.4687326,821135.0,27905
1452.612849761084,1.4556966,819413.0,28695
1455.8635118153,1.4610348,817492.0,28278
1459.1098608871832,1.4614977,814862.0,28157
1463.4316172327322,1.4553453,811075.0,28426
1466.6679026791724,1.4550339,807671.0,28327
1469.8998751432798,1.440038,803699.0,29178
1473.1275346250545,1.4459558,799396.0,28629
1476.3508811244967,1.4454556,795129.0,28509
1479.569914641606,1.4434162,790127.0,28463
1482.7846351763828,1.4378163,784937.0,28643
1485.9950427288268,1.4408375,779544.0,28249
1489.201137298938,1.4378033,773733.0,28235
1492.4029188867164,1.4359803,767463.0,28124
1496.6652519201257,1.4405619,758614.0,27508
1499.8569698824613,1.4376402,751802.0,27445
1503.044374862464,1.4362522,744297.0,27258
1506.2274668601342,1.4346987,735980.0,27050
1509.4062458754715,1.4397788,728040.0,26447
1512.5807119084764,1.4408624,719703.0,26079
1515.7508649591482,1.4363511,710982.0,26032
1518.9167050274875,1.4433665,702409.0,25306
1522.078232113494,1.442205,693280.0,25044
1525.235446217168,1.4424058,683935.0,24695
1529.4383559384378,1.4384246,671492.0,24469
1532.5855064166685,1.4469873,661352.0,23629
1535.7283439125667,1.4450207,650841.0,23359
1538.8668684261322,1.44961,640156.0,22734
1542.001079957365,1.4456445,629036.0,22544
1545.130978506265,1.4563457,617445.0,21590
1548.2565640728321,1.4453536,605527.0,21716
1551.3778366570666,1.450384,594133.0,21062
1554.4947962589686,1.4393152,582894.0,21197
1557.6074428785378,1.4331982,571271.0,21069
1561.750929287668,1.440322,555940.0,20170
1564.853512281794,1.4357381,544812.0,19976
1567.9517822935875,1.4421504,533402.0,19271
1571.0457393230483,1.4402657,521915.0,18938
1574.1353833701762,1.4496274,510788.0,18139
1577.2207144349716,1.4348978,499607.0,18354
1580.3017325174342,1.4449282,487992.0,17518
1583.378437617564,1.4337448,476265.0,17543
1586.4508297353614,1.4409087,464618.0,16834
1589.5189088708257,1.439961,452782.0,16441
1593.6029719678163,1.4465313,436897.0,15626
1596.6609874778378,1.4451126,425551.0,15270
1599.7146900055266,1.4311205,414191.0,15349
1602.7640795508826,1.4410628,402799.0,14589
1605.809156113906,1.4443043,391352.0,14069
1608.8499196945966,1.4541885,380811.0,13382
1611.8863702929546,1.4508208,370076.0,13106
1614.9185079089798,1.4410144,359798.0,13033
1617.9463325426723,1.4357868,349165.0,12801
1620.969844194032,1.4407802,338717.0,12276
1624.994483978883,1.4519553,325435.0,11495
1628.0079320047998,1.4382505,315463.0,11500
1631.017067048384,1.4520087,305570.0,10792
1634.0218891096354,1.4365947,295762.0,10823
1637.022398188554,1.45045,286306.0,10148
1640.01859428514,1.4610456,276696.0,9571
1643.010477399393,1.4371569,267004.0,9758
1645.9980475313137,1.449361,257531.0,9151
1648.9813046809013,1.4531666,247817.0,8729
1651.9602488481564,1.4625965,238547.0,8222
1655.925465320868,1.4624424,225092.0,7761
1658.89434586268,1.4458576,214425.0,7681
1661.8589134221595,1.4607091,202241.0,7001
1664.819167999306,1.4515078,188046.0,6649
1667.77510959412,1.4371637,171566.0,6270
1670.7267382066013,1.4244523,154101.0,5799
1673.6740538367499,1.3817207,134892.0,5601
1676.6170564845656,1.4134659,115325.0,4451
1679.555746150049,1.3573824,97255.0,4271
1682.4901228331994,1.3473555,81017.0,3641
1686.3959159937713,1.4620224,63571.0,2194
1689.3202290514787,1.3936319,53566.0,2164
1692.2402291268534,1.4401975,45493.0,1651
1695.1559162198953,1.4357154,39217.0,1438
1698.0672903306045,1.4402336,33537.0,1217
1700.9743514589811,1.4689653,29118.0,989
