***Scan Config Information***,,,,,,,***Reference Scan Information***,,,,,,,,
Scan Config Name:,Column 1,,,,,,Scan Config Name:,Built-in Factory Reference,,,,,,
Scan Config Type:,Slew,Num Section:,1,,,,Scan Config Type:,Slew,Num Section:,1,,,,,
Section Config Type:,Column,,,,,,Section Config Type:,Column,,,,,,,
Start Wavelength (nm):,900,,,,,,Start Wavelength (nm):,900.0,,,,,,
End Wavelength (nm):,1700,,,,,,End Wavelength (nm):,1700.0,,,,,,
Pattern Width (nm):,7.03,,,,,,Pattern Width (nm):,7.03,,,,,,,
Exposure (ms):,0.635,,,,,,Exposure (ms):,0.635,,,,,,,
Digital Resolution:,228,,,,,,Digital Resolution:,228,,,,,,,
Num Repeats:,6,,,,,,Num Repeats:,30,,,,,,,
PGA Gain:,64,,,,,,PGA Gain:,64,,,,,,
System Temp (C):,29.26,,,,,,System Temp (C):,24.17,,,,,,,
Humidity (%):,36.93,,,,,,Humidity (%):,30.0,,,,,,
Battery Capacity (%):,55,,,,,,Lamp Intensity:,2449,,,,,,,
Lamp Intensity:,2596,,,,,,Data Date-Time:,19/12/12T12:44:54,,,,,,
Data Date-Time:,18/1/1T7:14:31,,,,,,,,,,,,,,
Total Measurement Time in sec:,5.069,,,,,,,,,,,,,
***General Information***,,,,,,,***Calibration Coefficients***,,,,,,,,
Model Name:,NIR-S-G1,,,,,,Shift Vector Coefficients:,-8.441010207576937,0.055456735626328864,-8.452441567268157E-5,,,,,
Serial Number:,947R055,95UB122GC0A947R055,,,,,Pixel to Wavelength Coefficients:,1795.8685345940805,-0.9201399096881258,-2.3961012959508514E-4,,,,,
APP Version:,2.16.7,,,,,,,,,,,,,
TIVA Version:,2.4.4,,,,,,***Lamp Usage * **,,,,,,,,
UUID:,de:67:c:88:67:2c:2d:21,,,,,,Total Time(HH:MM:SS):,13min 45sec ,,,,,,,
Main Board Version:,D,,,,,,***Device/Error Status***,,,,,,,,
Detector Board Version:,B,,,,,,Device Status:,0x00000031,,,,,,
,,,,,,,Error status:,0x00000000,Error Code:,0x00000000000000000000000000000000,,,,,
,,,,,,,,,Error Details:,Not Found,,,,,
***Scan Data***,,,,,,,,,,,,,,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.8408822689969,1.3355953,99968.0,4616
905.7543059416729,1.2865818,108993.0,5634
909.6634166320162,1.314332,118185.0,5731
913.5682143400267,1.2947105,129285.0,6559
917.4686990657044,1.3217137,143347.0,6834
921.3648708090495,1.3311708,160437.0,7484
925.2567295700619,1.3398039,180387.0,8249
929.1442753487415,1.3342339,201426.0,9330
933.0275081450884,1.3300266,220694.0,10322
936.9064279591028,1.3168979,237501.0,11449
942.0716119608264,1.3079742,256956.0,12644
945.9404681493976,1.3096783,270636.0,13265
949.8050113556362,1.294406,283621.0,14399
953.665241579542,1.3246213,296982.0,14064
957.5211588211151,1.3148509,310733.0,15050
961.3727630803554,1.3102618,324587.0,15888
965.2200543572632,1.3124522,339205.0,16520
969.0630326518381,1.3145609,353669.0,17141
972.9016979640804,1.3117433,368253.0,17964
976.7360502939899,1.3019744,382531.0,19085
981.841810983574,1.3001415,399901.0,20036
985.6660996880405,1.3043011,411528.0,20422
989.4860754101744,1.3045613,422199.0,20939
993.3017381499756,1.3149408,431172.0,20879
997.113087907444,1.3081782,438051.0,21545
1000.9201246825796,1.3091377,444216.0,21800
1004.7228484753826,1.3087212,449307.0,22071
1008.5212592858529,1.3103797,453601.0,22197
1012.3153571139904,1.3081627,456801.0,22468
1016.1051419597953,1.3121507,459312.0,22385
1021.1514793372398,1.3077642,461643.0,22727
1024.9312005576016,1.3174967,463069.0,22292
1028.706608795631,1.3150233,463868.0,22458
1032.4777040513272,1.313715,464326.0,22548
1036.244486324691,1.3083239,466001.0,22912
1040.006955615722,1.3138977,466870.0,22662
1043.7651119244206,1.3230141,467033.0,22199
1047.518955250786,1.3220092,467045.0,22251
1051.268485594819,1.3246126,467467.0,22138
1055.013702956519,1.3133575,467627.0,22727
1060.000617021824,1.319994,468351.0,22417
1063.7357707580811,1.322486,469050.0,22322
1067.4666115120056,1.3193607,469880.0,22523
1071.1931392835975,1.315849,471228.0,22771
1074.9153540728564,1.3233162,472558.0,22446
1078.6332558797828,1.3179803,474087.0,22797
1082.3468447043765,1.3174378,476569.0,22945
1086.0561205466374,1.3230326,479445.0,22788
1089.7610834065654,1.328834,481756.0,22594
1093.4617332841608,1.3248825,485147.0,22961
1098.3892240373264,1.3237054,489755.0,23242
1102.0798102894787,1.3230455,493535.0,23457
1105.7660835592987,1.3227688,497426.0,23657
1109.4480438467858,1.3239475,501308.0,23777
1113.1256911519401,1.3218794,505725.0,24101
1116.7990254747617,1.3240877,509421.0,24154
1120.4680468152505,1.3303251,513217.0,23987
1124.1327551734068,1.325269,517470.0,24469
1127.7931505492302,1.3284237,521690.0,24490
1131.4492329427212,1.3327886,526099.0,24450
1136.317300383747,1.3294259,531329.0,24885
1139.9633191517948,1.3282785,535549.0,25149
1143.6050249375098,1.3340214,539808.0,25016
