***Scan Config Information***,,,,,,,***Reference Scan Information***,,,,,,,,
Scan Config Name:,Column 1,,,,,,Scan Config Name:,Built-in Factory Reference,,,,,,
Scan Config Type:,Slew,Num Section:,1,,,,Scan Config Type:,Slew,Num Section:,1,,,,,
Section Config Type:,Column,,,,,,Section Config Type:,Column,,,,,,,
Start Wavelength (nm):,900,,,,,,Start Wavelength (nm):,900.0,,,,,,
End Wavelength (nm):,1700,,,,,,End Wavelength (nm):,1700.0,,,,,,
Pattern Width (nm):,7.03,,,,,,Pattern Width (nm):,7.03,,,,,,,
Exposure (ms):,0.635,,,,,,Exposure (ms):,0.635,,,,,,,
Digital Resolution:,228,,,,,,Digital Resolution:,228,,,,,,,
Num Repeats:,6,,,,,,Num Repeats:,30,,,,,,,
PGA Gain:,64,,,,,,PGA Gain:,64,,,,,,
System Temp (C):,28.29,,,,,,System Temp (C):,24.17,,,,,,,
Humidity (%):,37.9,,,,,,Humidity (%):,30.0,,,,,,
Battery Capacity (%):,56,,,,,,Lamp Intensity:,2449,,,,,,,
Lamp Intensity:,2580,,,,,,Data Date-Time:,19/12/12T12:44:54,,,,,,
Data Date-Time:,18/1/1T7:12:5,,,,,,,,,,,,,,
Total Measurement Time in sec:,4.971,,,,,,,,,,,,,
***General Information***,,,,,,,***Calibration Coefficients***,,,,,,,,
Model Name:,NIR-S-G1,,,,,,Shift Vector Coefficients:,-8.441010207576937,0.055456735626328864,-8.452441567268157E-5,,,,,
Serial Number:,947R055,95UB122GC0A947R055,,,,,Pixel to Wavelength Coefficients:,1795.8685345940805,-0.9201399096881258,-2.3961012959508514E-4,,,,,
APP Version:,2.16.7,,,,,,,,,,,,,
TIVA Version:,2.4.4,,,,,,***Lamp Usage * **,,,,,,,,
UUID:,de:67:c:88:67:2c:2d:21,,,,,,Total Time(HH:MM:SS):,13min 34sec ,,,,,,,
Main Board Version:,D,,,,,,***Device/Error Status***,,,,,,,,
Detector Board Version:,B,,,,,,Device Status:,0x00000031,,,,,,
,,,,,,,Error status:,0x00000000,Error Code:,0x00000000000000000000000000000000,,,,,
,,,,,,,,,Error Details:,Not Found,,,,,
***Scan Data***,,,,,,,,,,,,,,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.8408822689969,1.6207368,99968.0,2394
905.7543059416729,1.5542394,108993.0,3042
909.6634166320162,1.6310244,118185.0,2764
913.5682143400267,1.5661173,129285.0,3511
917.4686990657044,1.5589129,143347.0,3958
921.3648708090495,1.5875705,160437.0,4147
925.2567295700619,1.6153264,180387.0,4374
929.1442753487415,1.6231458,201426.0,4797
933.0275081450884,1.6075535,220694.0,5448
936.9064279591028,1.5978763,237501.0,5995
942.0716119608264,1.5717657,256956.0,6888
945.9404681493976,1.572827,270636.0,7237
949.8050113556362,1.5525898,283621.0,7946
953.665241579542,1.5590752,296982.0,8197
957.5211588211151,1.5854062,310733.0,8072
961.3727630803554,1.5672435,324587.0,8792
965.2200543572632,1.5699439,339205.0,9131
969.0630326518381,1.5630358,353669.0,9673
972.9016979640804,1.5545758,368253.0,10270
976.7360502939899,1.5616843,382531.0,10495
981.841810983574,1.5645659,399901.0,10899
985.6660996880405,1.5539283,411528.0,11494
989.4860754101744,1.5662189,422199.0,11463
993.3017381499756,1.5645018,431172.0,11753
997.113087907444,1.5768795,438051.0,11605
1000.9201246825796,1.5677981,444216.0,12017
1004.7228484753826,1.5723137,449307.0,12029
1008.5212592858529,1.5546178,453601.0,12649
1012.3153571139904,1.5729402,456801.0,12212
1016.1051419597953,1.5695626,459312.0,12375
1021.1514793372398,1.5572999,461643.0,12794
1024.9312005576016,1.5513016,463069.0,13012
1028.706608795631,1.5648535,463868.0,12634
1032.4777040513272,1.5805343,464326.0,12198
1036.244486324691,1.5826683,466001.0,12182
1040.006955615722,1.5640607,466870.0,12739
1043.7651119244206,1.5499597,467033.0,13164
1047.518955250786,1.5659655,467045.0,12688
1051.268485594819,1.5734668,467467.0,12482
1055.013702956519,1.56531,467627.0,12723
1060.000617021824,1.5676235,468351.0,12675
1063.7357707580811,1.5841124,469050.0,12221
1067.4666115120056,1.5721338,469880.0,12585
1071.1931392835975,1.5720685,471228.0,12623
1074.9153540728564,1.5697632,472558.0,12726
1078.6332558797828,1.5684445,474087.0,12806
1082.3468447043765,1.5729563,476569.0,12740
1086.0561205466374,1.5702838,479445.0,12896
1089.7610834065654,1.5731812,481756.0,12872
1093.4617332841608,1.5751489,485147.0,12904
1098.3892240373264,1.5622587,489755.0,13419
