***Scan Config Information***,,,,,,,***Reference Scan Information***,,,,,,,,
Scan Config Name:,Column 1,,,,,,Scan Config Name:,Built-in Factory Reference,,,,,,
Scan Config Type:,Slew,Num Section:,1,,,,Scan Config Type:,Slew,Num Section:,1,,,,,
Section Config Type:,Column,,,,,,Section Config Type:,Column,,,,,,,
Start Wavelength (nm):,900,,,,,,Start Wavelength (nm):,900.0,,,,,,
End Wavelength (nm):,1700,,,,,,End Wavelength (nm):,1700.0,,,,,,
Pattern Width (nm):,7.03,,,,,,Pattern Width (nm):,7.03,,,,,,,
Exposure (ms):,0.635,,,,,,Exposure (ms):,0.635,,,,,,,
Digital Resolution:,228,,,,,,Digital Resolution:,228,,,,,,,
Num Repeats:,6,,,,,,Num Repeats:,30,,,,,,,
PGA Gain:,64,,,,,,PGA Gain:,64,,,,,,
System Temp (C):,26.67,,,,,,System Temp (C):,24.17,,,,,,,
Humidity (%):,37.21,,,,,,Humidity (%):,30.0,,,,,,
Battery Capacity (%):,74,,,,,,Lamp Intensity:,2449,,,,,,,
Lamp Intensity:,2543,,,,,,Data Date-Time:,19/12/12T12:44:54,,,,,,
Data Date-Time:,18/1/1T7:11:57,,,,,,,,,,,,,,
Total Measurement Time in sec:,4.217,,,,,,,,,,,,,
***General Information***,,,,,,,***Calibration Coefficients***,,,,,,,,
Model Name:,NIR-S-G1,,,,,,Shift Vector Coefficients:,-8.441010207576937,0.055456735626328864,-8.452441567268157E-5,,,,,
Serial Number:,947R055,95UB122GC0A947R055,,,,,Pixel to Wavelength Coefficients:,1795.8685345940805,-0.9201399096881258,-2.3961012959508514E-4,,,,,
APP Version:,2.16.7,,,,,,,,,,,,,
TIVA Version:,2.4.4,,,,,,***Lamp Usage * **,,,,,,,,
UUID:,de:67:c:88:67:2c:2d:21,,,,,,Total Time(HH:MM:SS):,11min 42sec ,,,,,,,
Main Board Version:,D,,,,,,***Device/Error Status***,,,,,,,,
Detector Board Version:,B,,,,,,Device Status:,0x00000031,,,,,,
,,,,,,,Error status:,0x00000000,Error Code:,0x00000000000000000000000000000000,,,,,
,,,,,,,,,Error Details:,Not Found,,,,,
***Scan Data***,,,,,,,,,,,,,,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.8408822689969,1.4763746,99968.0,3338
905.7543059416729,1.4968189,108993.0,3472
909.6634166320162,1.5353731,118185.0,3445
913.5682143400267,1.5271038,129285.0,3841
917.4686990657044,1.5400181,143347.0,4134
921.3648708090495,1.5444391,160437.0,4580
925.2567295700619,1.5811605,180387.0,4732
929.1442753487415,1.6041045,201426.0,5012
933.0275081450884,1.6109145,220694.0,5406
936.9064279591028,1.5860847,237501.0,6160
942.0716119608264,1.5844976,256956.0,6689
945.9404681493976,1.5967584,270636.0,6849
949.8050113556362,1.5516071,283621.0,7964
953.665241579542,1.5735117,296982.0,7929
957.5211588211151,1.573257,310733.0,8301
961.3727630803554,1.5866901,324587.0,8407
965.2200543572632,1.566014,339205.0,9214
969.0630326518381,1.573441,353669.0,9444
972.9016979640804,1.5778996,368253.0,9733
976.7360502939899,1.577143,382531.0,10128
981.841810983574,1.5687299,399901.0,10795
985.6660996880405,1.5931274,411528.0,10502
989.4860754101744,1.5809382,422199.0,11081
993.3017381499756,1.5771747,431172.0,11415
997.113087907444,1.6014369,438051.0,10967
1000.9201246825796,1.5822012,444216.0,11625
1004.7228484753826,1.5859563,449307.0,11657
1008.5212592858529,1.6009135,453601.0,11370
1012.3153571139904,1.5994071,456801.0,11490
1016.1051419597953,1.5969764,459312.0,11618
1021.1514793372398,1.5993245,461643.0,11614
1024.9312005576016,1.6131057,463069.0,11286
1028.706608795631,1.6120878,463868.0,11332
1032.4777040513272,1.6313533,464326.0,10851
1036.244486324691,1.6243962,466001.0,11066
1040.006955615722,1.6260695,466870.0,11044
1043.7651119244206,1.6273631,467033.0,11015
1047.518955250786,1.6091143,467045.0,11488
1051.268485594819,1.6318864,467467.0,10911
1055.013702956519,1.6326723,467627.0,10895
1060.000617021824,1.634222,468351.0,10873
1063.7357707580811,1.6224667,469050.0,11188
1067.4666115120056,1.6293327,469880.0,11032
1071.1931392835975,1.6417419,471228.0,10752
1074.9153540728564,1.6363916,472558.0,10916
1078.6332558797828,1.63344,474087.0,11026
1082.3468447043765,1.6337428,476569.0,11076
1086.0561205466374,1.637691,479445.0,11042
1089.7610834065654,1.6461983,481756.0,10880
1093.4617332841608,1.6179103,485147.0,11694
1098.3892240373264,1.6385562,489755.0,11257
