***Scan Config Information***,,,,,,,***Reference Scan Information***,,,,,,,,
Scan Config Name:,Column 1,,,,,,Scan Config Name:,Built-in Factory Reference,,,,,,
Scan Config Type:,Slew,Num Section:,1,,,,Scan Config Type:,Slew,Num Section:,1,,,,,
Section Config Type:,Column,,,,,,Section Config Type:,Column,,,,,,,
Start Wavelength (nm):,900,,,,,,Start Wavelength (nm):,900.0,,,,,,
End Wavelength (nm):,1700,,,,,,End Wavelength (nm):,1700.0,,,,,,
Pattern Width (nm):,7.03,,,,,,Pattern Width (nm):,7.03,,,,,,,
Exposure (ms):,0.635,,,,,,Exposure (ms):,0.635,,,,,,,
Digital Resolution:,228,,,,,,Digital Resolution:,228,,,,,,,
Num Repeats:,6,,,,,,Num Repeats:,30,,,,,,,
PGA Gain:,64,,,,,,PGA Gain:,64,,,,,,
System Temp (C):,26.12,,,,,,System Temp (C):,24.17,,,,,,,
Humidity (%):,36.76,,,,,,Humidity (%):,30.0,,,,,,
Battery Capacity (%):,74,,,,,,Lamp Intensity:,2449,,,,,,,
Lamp Intensity:,2535,,,,,,Data Date-Time:,19/12/12T12:44:54,,,,,,
Data Date-Time:,18/1/1T7:11:14,,,,,,,,,,,,,,
Total Measurement Time in sec:,4.4,,,,,,,,,,,,,
***General Information***,,,,,,,***Calibration Coefficients***,,,,,,,,
Model Name:,NIR-S-G1,,,,,,Shift Vector Coefficients:,-8.441010207576937,0.055456735626328864,-8.452441567268157E-5,,,,,
Serial Number:,947R055,95UB122GC0A947R055,,,,,Pixel to Wavelength Coefficients:,1795.8685345940805,-0.9201399096881258,-2.3961012959508514E-4,,,,,
APP Version:,2.16.7,,,,,,,,,,,,,
TIVA Version:,2.4.4,,,,,,***Lamp Usage * **,,,,,,,,
UUID:,de:67:c:88:67:2c:2d:21,,,,,,Total Time(HH:MM:SS):,11min 35sec ,,,,,,,
Main Board Version:,D,,,,,,***Device/Error Status***,,,,,,,,
Detector Board Version:,B,,,,,,Device Status:,0x00000031,,,,,,
,,,,,,,Error status:,0x00000000,Error Code:,0x00000000000000000000000000000000,,,,,
,,,,,,,,,Error Details:,Not Found,,,,,
***Scan Data***,,,,,,,,,,,,,,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.8408822689969,1.4070183,99968.0,3916
905.7543059416729,1.3686401,108993.0,4664
909.6634166320162,1.3623604,118185.0,5131
913.5682143400267,1.3827076,129285.0,5356
917.4686990657044,1.4084333,143347.0,5597
921.3648708090495,1.3926585,160437.0,6496
925.2567295700619,1.4001412,180387.0,7179
929.1442753487415,1.3886101,201426.0,8232
933.0275081450884,1.4177569,220694.0,8434
936.9064279591028,1.3997743,237501.0,9460
942.0716119608264,1.3860303,256956.0,10564
945.9404681493976,1.4086394,270636.0,10562
949.8050113556362,1.3751525,283621.0,11956
953.665241579542,1.3791333,296982.0,12405
957.5211588211151,1.3763777,310733.0,13062
961.3727630803554,1.3800334,324587.0,13530
965.2200543572632,1.3897029,339205.0,13828
969.0630326518381,1.3799522,353669.0,14745
972.9016979640804,1.3885232,368253.0,15053
976.7360502939899,1.3887076,382531.0,15630
981.841810983574,1.3807731,399901.0,16641
985.6660996880405,1.3860503,411528.0,16918
989.4860754101744,1.3911265,422199.0,17155
993.3017381499756,1.3872665,431172.0,17676
997.113087907444,1.3973218,438051.0,17547
1000.9201246825796,1.4032676,444216.0,17552
1004.7228484753826,1.4015137,449307.0,17825
1008.5212592858529,1.3888689,453601.0,18527
1012.3153571139904,1.4054207,456801.0,17960
1016.1051419597953,1.4062808,459312.0,18023
1021.1514793372398,1.4055493,461643.0,18145
1024.9312005576016,1.4079912,463069.0,18099
1028.706608795631,1.4066094,463868.0,18188
1032.4777040513272,1.4193407,464326.0,17680
1036.244486324691,1.4193842,466001.0,17742
1040.006955615722,1.4160762,466870.0,17911
1043.7651119244206,1.4181231,467033.0,17833
1047.518955250786,1.4246364,467045.0,17568
1051.268485594819,1.4300761,467467.0,17365
1055.013702956519,1.4249796,467627.0,17576
1060.000617021824,1.4357253,468351.0,17173
1063.7357707580811,1.4280819,469050.0,17504
1067.4666115120056,1.4262029,469880.0,17611
1071.1931392835975,1.4372232,471228.0,17219
1074.9153540728564,1.4453623,472558.0,16947
1078.6332558797828,1.4336895,474087.0,17465
1082.3468447043765,1.4368782,476569.0,17428
1086.0561205466374,1.4343879,479445.0,17634
1089.7610834065654,1.439417,481756.0,17515
1093.4617332841608,1.4398181,485147.0,17622
1098.3892240373264,1.4323483,489755.0,18098
1102.0798102894787,1.4402224,493535.0,17910
1105.7660835592987,1.4460402,497426.0,17811
1109.4480438467858,1.4473244,501308.0,17897
1113.1256911519401,1.4509401,505725.0,17905
1116.7990254747617,1.4480567,509421.0,18156
1120.4680468152505,1.4454832,513217.0,18400
1124.1327551734068,1.4451201,517470.0,18568
1127.7931505492302,1.4526654,521690.0,18397
1131.4492329427212,1.4545771,526099.0,18471
1136.317300383747,1.4493616,531329.0,18880
1139.9633191517948,1.455358,535549.0,18769
1143.6050249375098,1.4605836,539808.0,18692
1147.2424177408923,1.4760685,543900.0,18174
1150.8754975619418,1.4719352,547908.0,18483
1154.504264400659,1.4852108,552170.0,18066
1158.1287182570431,1.4920253,556773.0,17933
1161.7488591310948,1.4951195,561098.0,17944
1165.3646870228135,1.5179678,565898.0,17170
1168.9762019321997,1.5220939,571300.0,17170
1172.583403859253,1.5251962,576602.0,17206
1177.3862973450289,1.5306933,584320.0,17217
1180.9834356466395,1.5469891,589396.0,16727
1184.576260965917,1.5582615,596143.0,16485
1188.1647733028622,1.5729468,602955.0,16119
1191.7489726574743,1.57859,609704.0,16089
1195.3288590297539,1.5844206,617215.0,16070
1198.9044324197007,1.6220928,624471.0,14908
1202.4756928273148,1.6411735,632472.0,14450
1206.0426402525964,1.653661,640381.0,14216
1209.605274695545,1.6755968,648161.0,13680
1214.3487448691812,1.6864517,659999.0,13586
1217.9013156866872,1.677465,668609.0,14051
1221.4495735218602,1.6746931,677405.0,14327
1224.9935183747004,1.6446041,686281.0,15556
1228.533150245208,1.6252257,695317.0,16480
1232.068469133383,1.6009406,704063.0,17647
1235.5994750392251,1.5712427,713007.0,19136
1239.1261679627346,1.5596739,721330.0,19882
1242.648547903911,1.5551393,730030.0,20333
1246.1666148627553,1.5362871,737591.0,21455
1250.850661724252,1.5358502,746809.0,21745
1254.358665057653,1.5202556,753336.0,22737
1257.8623554087212,1.5267674,759907.0,22594
1261.3617327774568,1.5218251,766538.0,23052
1264.85679716386,1.5166285,774802.0,23581
1268.34754856793,1.5164411,784025.0,23872
1271.8339869896677,1.5149524,794336.0,24269
1275.3161124290723,1.5089718,804198.0,24911
1278.7939248861444,1.5178047,813836.0,24702
1282.2674243608838,1.5125417,823595.0,25303
1286.8920479102408,1.5221852,834533.0,25076
1290.3554837595373,1.5119767,842581.0,25920
1293.8146066265008,1.5121882,849301.0,26114
1297.2694165111318,1.510439,856026.0,26427
1300.71991341343,1.5096862,862498.0,26673
1304.1660973333956,1.5132478,868068.0,26626
1307.6079682710283,1.5131385,872869.0,26780
1311.0455262263285,1.5187169,877616.0,26582
1314.4787711992958,1.5030669,881872.0,27691
1317.9077031899305,1.5154005,885520.0,27027
1322.4729034271481,1.51442,888917.0,27192
1325.8917717923398,1.5092561,891687.0,27603
1329.3063271751987,1.5099728,894001.0,27629
1332.7165695757249,1.5085379,895438.0,27765
1336.1224989939185,1.514187,896641.0,27443
1339.5241154297794,1.5178972,897974.0,27250
1342.9214188833075,1.5110312,898777.0,27709
1346.314409354503,1.5187029,898783.0,27224
1349.7030868433656,1.5104331,898350.0,27734
1353.0874513498954,1.5158576,896784.0,27342
1357.5932282749734,1.5225359,895293.0,26880
1360.9675291560604,1.5193042,892755.0,27004
1364.3375170548147,1.5260099,890430.0,26521
1367.7031919712363,1.5321686,888504.0,26091
1371.0645539053253,1.5386671,885825.0,25626
1374.4216028570813,1.5550356,881046.0,24545
1377.7743388265048,1.5559558,874030.0,24298
1381.1227618135954,1.5736871,865751.0,23105
1384.4668718183534,1.5914567,857799.0,21975
