***Scan Config Information***,,,,,,,***Reference Scan Information***,,,,,,,,
Scan Config Name:,Column 1,,,,,,Scan Config Name:,Built-in Factory Reference,,,,,,
Scan Config Type:,Slew,Num Section:,1,,,,Scan Config Type:,Slew,Num Section:,1,,,,,
Section Config Type:,Column,,,,,,Section Config Type:,Column,,,,,,,
Start Wavelength (nm):,900,,,,,,Start Wavelength (nm):,900.0,,,,,,
End Wavelength (nm):,1700,,,,,,End Wavelength (nm):,1700.0,,,,,,
Pattern Width (nm):,7.03,,,,,,Pattern Width (nm):,7.03,,,,,,,
Exposure (ms):,0.635,,,,,,Exposure (ms):,0.635,,,,,,,
Digital Resolution:,228,,,,,,Digital Resolution:,228,,,,,,,
Num Repeats:,6,,,,,,Num Repeats:,30,,,,,,,
PGA Gain:,64,,,,,,PGA Gain:,64,,,,,,
System Temp (C):,19.09,,,,,,System Temp (C):,24.17,,,,,,,
Humidity (%):,38.74,,,,,,Humidity (%):,30.0,,,,,,
Battery Capacity (%):,70,,,,,,Lamp Intensity:,2449,,,,,,,
Lamp Intensity:,2434,,,,,,Data Date-Time:,19/12/12T12:44:54,,,,,,
Data Date-Time:,18/1/1T7:1:2,,,,,,,,,,,,,,
Total Measurement Time in sec:,4.393,,,,,,,,,,,,,
***General Information***,,,,,,,***Calibration Coefficients***,,,,,,,,
Model Name:,NIR-S-G1,,,,,,Shift Vector Coefficients:,-8.441010207576937,0.055456735626328864,-8.452441567268157E-5,,,,,
Serial Number:,947R055,95UB122GC0A947R055,,,,,Pixel to Wavelength Coefficients:,1795.8685345940805,-0.9201399096881258,-2.3961012959508514E-4,,,,,
APP Version:,2.16.7,,,,,,,,,,,,,
TIVA Version:,2.4.4,,,,,,***Lamp Usage * **,,,,,,,,
UUID:,de:67:c:88:67:2c:2d:21,,,,,,Total Time(HH:MM:SS):,11min 50sec ,,,,,,,
Main Board Version:,D,,,,,,***Device/Error Status***,,,,,,,,
Detector Board Version:,B,,,,,,Device Status:,0x00000031,,,,,,
,,,,,,,Error status:,0x00000000,Error Code:,0x00000000000000000000000000000000,,,,,
,,,,,,,,,Error Details:,Not Found,,,,,
***Scan Data***,,,,,,,,,,,,,,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.8408822689969,1.3178965,99968.0,4808
905.7543059416729,1.3152585,108993.0,5274
909.6634166320162,1.2926774,118185.0,6024
913.5682143400267,1.3340489,129285.0,5991
917.4686990657044,1.309866,143347.0,7023
921.3648708090495,1.3351934,160437.0,7415
925.2567295700619,1.3247473,180387.0,8540
929.1442753487415,1.325935,201426.0,9510
933.0275081450884,1.3391683,220694.0,10107
936.9064279591028,1.319218,237501.0,11388
942.0716119608264,1.3224323,256956.0,12230
945.9404681493976,1.3295747,270636.0,12671
949.8050113556362,1.3247918,283621.0,13426
953.665241579542,1.3121115,296982.0,14475
957.5211588211151,1.3123475,310733.0,15137
961.3727630803554,1.3086522,324587.0,15947
965.2200543572632,1.3171836,339205.0,16341
969.0630326518381,1.3232101,353669.0,16803
972.9016979640804,1.3113567,368253.0,17980
976.7360502939899,1.3234073,382531.0,18166
981.841810983574,1.321693,399901.0,19066
985.6660996880405,1.3234304,411528.0,19542
989.4860754101744,1.3155253,422199.0,20417
993.3017381499756,1.3353394,431172.0,19921
997.113087907444,1.3317243,438051.0,20408
1000.9201246825796,1.3238884,444216.0,21072
1004.7228484753826,1.3351276,449307.0,20769
1008.5212592858529,1.3425118,453601.0,20614
1012.3153571139904,1.3354652,456801.0,21099
1016.1051419597953,1.3310452,459312.0,21432
1021.1514793372398,1.3437238,461643.0,20921
1024.9312005576016,1.3503052,463069.0,20670
1028.706608795631,1.3451275,463868.0,20954
1032.4777040513272,1.3518188,464326.0,20654
1036.244486324691,1.3576298,466001.0,20453
1040.006955615722,1.3532256,466870.0,20700
1043.7651119244206,1.352455,467033.0,20744
1047.518955250786,1.3560822,467045.0,20572
1051.268485594819,1.3655621,467467.0,20146
1055.013702956519,1.3559059,467627.0,20606
1060.000617021824,1.3567675,468351.0,20597
1063.7357707580811,1.3526341,469050.0,20825
1067.4666115120056,1.3574877,469880.0,20630
1071.1931392835975,1.3652647,471228.0,20322
1074.9153540728564,1.3553699,472558.0,20849
1078.6332558797828,1.3484787,474087.0,21251
1082.3468447043765,1.3583329,476569.0,20883
1086.0561205466374,1.3618828,479445.0,20838
1089.7610834065654,1.3689388,481756.0,20601
1093.4617332841608,1.3608711,485147.0,21135
1098.3892240373264,1.3659847,489755.0,21086
1102.0798102894787,1.3691179,493535.0,21096
1105.7660835592987,1.3670459,497426.0,21364
1109.4480438467858,1.3656307,501308.0,21601
1113.1256911519401,1.3747607,505725.0,21338
1116.7990254747617,1.3673869,509421.0,21862
1120.4680468152505,1.3733612,513217.0,21724
1124.1327551734068,1.3722726,517470.0,21959
1127.7931505492302,1.366835,521690.0,22417
1131.4492329427212,1.3667285,526099.0,22612
1136.317300383747,1.3768055,531329.0,22313
1139.9633191517948,1.3813716,535549.0,22255
1143.6050249375098,1.380791,539808.0,22462
1147.2424177408923,1.3855038,543900.0,22388
1150.8754975619418,1.3876073,547908.0,22444
1154.504264400659,1.3913984,552170.0,22422
1158.1287182570431,1.4039865,556773.0,21963
1161.7488591310948,1.408793,561098.0,21890
1165.3646870228135,1.4210477,565898.0,21463
1168.9762019321997,1.4405793,571300.0,20715
