***Scan Config Information***,,,,,,,***Reference Scan Information***,,,,,,,,
Scan Config Name:,Column 1,,,,,,Scan Config Name:,Built-in Factory Reference,,,,,,
Scan Config Type:,Slew,Num Section:,1,,,,Scan Config Type:,Slew,Num Section:,1,,,,,
Section Config Type:,Column,,,,,,Section Config Type:,Column,,,,,,,
Start Wavelength (nm):,900,,,,,,Start Wavelength (nm):,900.0,,,,,,
End Wavelength (nm):,1700,,,,,,End Wavelength (nm):,1700.0,,,,,,
Pattern Width (nm):,7.03,,,,,,Pattern Width (nm):,7.03,,,,,,,
Exposure (ms):,0.635,,,,,,Exposure (ms):,0.635,,,,,,,
Digital Resolution:,228,,,,,,Digital Resolution:,228,,,,,,,
Num Repeats:,6,,,,,,Num Repeats:,30,,,,,,,
PGA Gain:,64,,,,,,PGA Gain:,64,,,,,,
System Temp (C):,22.57,,,,,,System Temp (C):,24.17,,,,,,,
Humidity (%):,40.81,,,,,,Humidity (%):,30.0,,,,,,
Battery Capacity (%):,61,,,,,,Lamp Intensity:,2449,,,,,,,
Lamp Intensity:,2485,,,,,,Data Date-Time:,19/12/12T12:44:54,,,,,,
Data Date-Time:,18/1/1T7:3:37,,,,,,,,,,,,,,
Total Measurement Time in sec:,4.257,,,,,,,,,,,,,
***General Information***,,,,,,,***Calibration Coefficients***,,,,,,,,
Model Name:,NIR-S-G1,,,,,,Shift Vector Coefficients:,-8.441010207576937,0.055456735626328864,-8.452441567268157E-5,,,,,
Serial Number:,947R055,95UB122GC0A947R055,,,,,Pixel to Wavelength Coefficients:,1795.8685345940805,-0.9201399096881258,-2.3961012959508514E-4,,,,,
APP Version:,2.16.7,,,,,,,,,,,,,
TIVA Version:,2.4.4,,,,,,***Lamp Usage * **,,,,,,,,
UUID:,de:67:c:88:67:2c:2d:21,,,,,,Total Time(HH:MM:SS):,12min 32sec ,,,,,,,
Main Board Version:,D,,,,,,***Device/Error Status***,,,,,,,,
Detector Board Version:,B,,,,,,Device Status:,0x00000031,,,,,,
,,,,,,,Error status:,0x00000000,Error Code:,0x00000000000000000000000000000000,,,,,
,,,,,,,,,Error Details:,Not Found,,,,,
***Scan Data***,,,,,,,,,,,,,,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.8408822689969,1.3599763,99968.0,4364
905.7543059416729,1.3804384,108993.0,4539
909.6634166320162,1.4031525,118185.0,4671
913.5682143400267,1.3903148,129285.0,5263
917.4686990657044,1.3946862,143347.0,5777
921.3648708090495,1.442401,160437.0,5793
925.2567295700619,1.4363325,180387.0,6605
929.1442753487415,1.4575928,201426.0,7023
933.0275081450884,1.424294,220694.0,8308
936.9064279591028,1.4272525,237501.0,8880
942.0716119608264,1.4306747,256956.0,9532
945.9404681493976,1.438773,270636.0,9854
949.8050113556362,1.4156307,283621.0,10892
953.665241579542,1.4277203,296982.0,11092
957.5211588211151,1.4125191,310733.0,12019
961.3727630803554,1.4274703,324587.0,12130
965.2200543572632,1.4243053,339205.0,12769
969.0630326518381,1.4377044,353669.0,12909
972.9016979640804,1.4374886,368253.0,13448
976.7360502939899,1.4398081,382531.0,13895
981.841810983574,1.4367082,399901.0,14630
985.6660996880405,1.4375271,411528.0,15027
989.4860754101744,1.4378837,422199.0,15404
993.3017381499756,1.4414425,431172.0,15603
997.113087907444,1.4449617,438051.0,15724
1000.9201246825796,1.4381596,444216.0,16197
1004.7228484753826,1.4425459,449307.0,16218
1008.5212592858529,1.4583194,453601.0,15789
1012.3153571139904,1.4631088,456801.0,15726
1016.1051419597953,1.4538815,459312.0,16152
1021.1514793372398,1.460648,461643.0,15983
1024.9312005576016,1.4633482,463069.0,15933
1028.706608795631,1.4772412,463868.0,15458
1032.4777040513272,1.470868,464326.0,15702
1036.244486324691,1.480387,466001.0,15417
1040.006955615722,1.4804362,466870.0,15444
1043.7651119244206,1.4760838,467033.0,15605
1047.518955250786,1.4739573,467045.0,15682
1051.268485594819,1.4797276,467467.0,15489
1055.013702956519,1.4703639,467627.0,15832
1060.000617021824,1.4803238,468351.0,15497
1063.7357707580811,1.4826562,469050.0,15437
1067.4666115120056,1.4825248,469880.0,15469
1071.1931392835975,1.493708,471228.0,15119
1074.9153540728564,1.4851052,472558.0,15465
1078.6332558797828,1.4937003,474087.0,15211
1082.3468447043765,1.4955685,476569.0,15225
1086.0561205466374,1.4938954,479445.0,15376
1089.7610834065654,1.4983629,481756.0,15292
1093.4617332841608,1.500728,485147.0,15316
1098.3892240373264,1.5135982,489755.0,15010
