***Scan Config Information***,,,,,,,***Reference Scan Information***,,,,,,,,
Scan Config Name:,Column 1,,,,,,Scan Config Name:,Built-in Factory Reference,,,,,,
Scan Config Type:,Slew,Num Section:,1,,,,Scan Config Type:,Slew,Num Section:,1,,,,,
Section Config Type:,Column,,,,,,Section Config Type:,Column,,,,,,,
Start Wavelength (nm):,900,,,,,,Start Wavelength (nm):,900.0,,,,,,
End Wavelength (nm):,1700,,,,,,End Wavelength (nm):,1700.0,,,,,,
Pattern Width (nm):,7.03,,,,,,Pattern Width (nm):,7.03,,,,,,,
Exposure (ms):,0.635,,,,,,Exposure (ms):,0.635,,,,,,,
Digital Resolution:,228,,,,,,Digital Resolution:,228,,,,,,,
Num Repeats:,6,,,,,,Num Repeats:,30,,,,,,,
PGA Gain:,64,,,,,,PGA Gain:,64,,,,,,
System Temp (C):,21.1,,,,,,System Temp (C):,24.17,,,,,,,
Humidity (%):,40.84,,,,,,Humidity (%):,30.0,,,,,,
Battery Capacity (%):,62,,,,,,Lamp Intensity:,2449,,,,,,,
Lamp Intensity:,2464,,,,,,Data Date-Time:,19/12/12T12:44:54,,,,,,
Data Date-Time:,18/1/1T7:2:11,,,,,,,,,,,,,,
Total Measurement Time in sec:,4.34,,,,,,,,,,,,,
***General Information***,,,,,,,***Calibration Coefficients***,,,,,,,,
Model Name:,NIR-S-G1,,,,,,Shift Vector Coefficients:,-8.441010207576937,0.055456735626328864,-8.452441567268157E-5,,,,,
Serial Number:,947R055,95UB122GC0A947R055,,,,,Pixel to Wavelength Coefficients:,1795.8685345940805,-0.9201399096881258,-2.3961012959508514E-4,,,,,
APP Version:,2.16.7,,,,,,,,,,,,,
TIVA Version:,2.4.4,,,,,,***Lamp Usage * **,,,,,,,,
UUID:,de:67:c:88:67:2c:2d:21,,,,,,Total Time(HH:MM:SS):,12min 19sec ,,,,,,,
Main Board Version:,D,,,,,,***Device/Error Status***,,,,,,,,
Detector Board Version:,B,,,,,,Device Status:,0x00000031,,,,,,
,,,,,,,Error status:,0x00000000,Error Code:,0x00000000000000000000000000000000,,,,,
,,,,,,,,,Error Details:,Not Found,,,,,
***Scan Data***,,,,,,,,,,,,,,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.8408822689969,2.2025936,99968.0,627
905.7543059416729,1.926809,108993.0,1290
909.6634166320162,1.773273,118185.0,1992
913.5682143400267,1.9068856,129285.0,1602
917.4686990657044,1.8389521,143347.0,2077
921.3648708090495,2.0069225,160437.0,1579
925.2567295700619,1.8127857,180387.0,2776
929.1442753487415,1.8172601,201426.0,3068
933.0275081450884,1.8694285,220694.0,2981
936.9064279591028,1.8181583,237501.0,3610
942.0716119608264,1.7864027,256956.0,4202
945.9404681493976,1.8197076,270636.0,4099
949.8050113556362,1.8308355,283621.0,4187
953.665241579542,1.789593,296982.0,4821
957.5211588211151,1.8258694,310733.0,4640
961.3727630803554,1.7939103,324587.0,5217
965.2200543572632,1.8529465,339205.0,4759
969.0630326518381,1.8245671,353669.0,5297
972.9016979640804,1.7714492,368253.0,6233
976.7360502939899,1.7775737,382531.0,6384
981.841810983574,1.8145629,399901.0,6129
985.6660996880405,1.8096468,411528.0,6379
989.4860754101744,1.808018,422199.0,6569
993.3017381499756,1.8138582,431172.0,6619
997.113087907444,1.8076767,438051.0,6821
1000.9201246825796,1.8314855,444216.0,6548
1004.7228484753826,1.8297869,449307.0,6649
1008.5212592858529,1.8284009,453601.0,6734
1012.3153571139904,1.8025151,456801.0,7198
1016.1051419597953,1.8224412,459312.0,6913
1021.1514793372398,1.8276657,461643.0,6865
1024.9312005576016,1.8377597,463069.0,6728
1028.706608795631,1.8272936,463868.0,6904
1032.4777040513272,1.8087673,464326.0,7212
1036.244486324691,1.8296007,466001.0,6899
1040.006955615722,1.8424088,466870.0,6711
1043.7651119244206,1.8477031,467033.0,6632
1047.518955250786,1.8457541,467045.0,6662
1051.268485594819,1.8301473,467467.0,6912
1055.013702956519,1.8701456,467627.0,6306
1060.000617021824,1.8398545,468351.0,6772
1063.7357707580811,1.855575,469050.0,6541
1067.4666115120056,1.8497535,469880.0,6641
1071.1931392835975,1.8729265,471228.0,6314
1074.9153540728564,1.8575513,472558.0,6560
1078.6332558797828,1.8575002,474087.0,6582
1082.3468447043765,1.8691051,476569.0,6442
1086.0561205466374,1.8518212,479445.0,6744
1089.7610834065654,1.8632174,481756.0,6601
1093.4617332841608,1.8665926,485147.0,6596
1098.3892240373264,1.8664395,489755.0,6661
